AQI,CO2_Level_ppm,NO2_Level_ppm,PM2_5_ug_m3,PM10_ug_m3,pH_Level,Nitrogen_mg_kg,Phosphorus_mg_kg,Potassium_mg_kg,Moisture_Level_%,Plot_Area_m2,Plant_Type
69.73,416.59,17.46,55.36,110.92,6.67,95.32,46.2,80.96,54.75,487.48,Mango
94.94,408.93,14.13,52.03,116.92,6.06,62.46,30.2,49.92,43,174.37,Drumstick
112.79,416.86,6.68,50.76,114.88,6.45,94.17,54.71,61.32,61.53,427.52,Jamun
85.44,412.73,13.38,55.67,114.38,6.76,103.13,42.45,83.75,57.73,484.91,Mango
105.16,423.03,12.51,53.27,110.15,7.09,86.86,49.29,58.73,50.72,359.27,Amla
76.79,423.47,12.9,58.58,116.96,6.12,58.08,38.76,60.2,42.62,234.93,Drumstick
78.86,422.1,9.17,51.85,122.94,6.18,62.92,36.23,36.18,35.32,323.67,Neem
86.89,424.34,12.94,47.17,108.67,5.94,89.68,52.65,58.98,54.35,338.82,Jamun
103.62,418.98,10.46,53.4,106.21,6.97,66.06,36.93,45.9,37.3,267.15,Neem
115.03,417.2,15.34,51.15,116.66,6.75,53.71,40.67,55.3,50.88,203.17,Drumstick
120.2,398.69,11.97,44.04,113.69,7.13,107.84,50.11,79.55,65.36,441.86,Mango
113.37,425.15,14.18,57.72,121.22,6.74,79.47,58.23,70.52,48.78,409.74,Amla
116.03,405.13,10.01,58.81,115.2,6.54,61.33,41.2,55.35,42.3,204.83,Drumstick
113.91,416.48,12.68,45.15,112.47,7.68,81.64,53.25,64.72,53.81,359.73,Amla
79.29,432.31,15,55.02,115.87,5.74,67.99,33.79,62.83,43.33,220.92,Drumstick
119.23,398.83,10.17,61.56,120.48,6.2,90.88,62.71,64.64,56.91,458.95,Jamun
134.54,425.49,15.38,51.65,112.57,6.22,61.86,54.28,50.13,48.61,186.06,Drumstick
89.85,419.41,16.34,53.29,120.73,7.18,92.29,47.82,71.26,53.21,388.39,Amla
80.24,412.06,14.31,60.57,115.35,6.56,87.48,61.39,63.96,56.77,394.17,Jamun
102.11,410.9,10.09,55.19,111.3,6.75,91.35,44.71,82.32,58.93,562.16,Mango
65.55,415.51,13.75,57.7,110.29,7.17,81.64,55.25,70.13,47.44,404.23,Amla
87.78,404.06,14.97,53.29,107.79,5.87,53.25,41,52.73,38.13,165.73,Drumstick
112.85,406.75,11.04,59.98,118.3,5.91,110.9,53.14,72.04,54.07,535.77,Mango
91.52,401.07,18.35,55.68,117.71,7.35,89.45,52.15,68.75,61.96,371.99,Amla
104.18,418.92,13.55,58.71,108.23,6.71,97.38,56.12,82.37,48.84,510.98,Mango
127.87,406.36,11.28,58.52,123.4,7.66,73.66,57.1,59.67,57.58,366.39,Amla
120.34,403.35,12.38,52.23,112.17,7.5,78.16,57.92,60.93,49.57,333.98,Amla
136.93,414.49,11.89,56.98,117.18,6.75,101.05,67.58,63.68,60.29,388.5,Jamun
91.65,429.4,9.31,59.53,118.58,6.83,89.55,49.18,55.31,52.92,349.52,Amla
84.17,425.88,11.25,50.57,116.77,6.37,76.88,66.75,66.37,48.15,455.66,Amla
85.39,407.66,14.12,52.57,114.93,5.91,55.32,47.26,47.26,36.91,199.29,Drumstick
106.31,406.43,7.86,60.57,119.13,6.23,60.81,37.92,55.06,48.69,197.3,Drumstick
81.03,425.48,6.53,55,123.11,6.89,67.04,53.44,67.54,44.97,340.97,Amla
91.91,419.44,14.66,51.02,110.21,6.39,83.49,52.66,59.84,67.01,424.75,Jamun
115.42,424.97,17.46,49.36,111.07,6.66,99.51,51.25,92.27,47.86,487.3,Mango
97.02,425.49,10.96,55.72,109.76,6.32,67.19,40.36,60.05,41.4,203.52,Drumstick
134.95,430.7,4.37,49.85,119.95,6.5,92.37,56.33,55.83,56.19,409.05,Jamun
108.92,413.1,13.35,52.95,108.16,7.64,81.87,54.92,65.32,53.47,361.43,Amla
87.05,417.43,11.39,47.17,119.44,6.57,73.6,57.51,60.4,58.65,479.21,Jamun
139.49,423.97,15.87,65.36,115.43,7.19,75.8,45.4,38.81,38.29,275.12,Neem
141.25,416.29,15.58,58.67,114.2,6.21,91.83,60.75,58.08,57.3,465.11,Jamun
103.27,418.5,15.11,58.62,122.14,6.19,60.33,55.29,61.97,38.45,220.39,Drumstick
120.63,400.74,16.22,62.11,119.71,7.36,83.31,56.48,68.9,55.2,384.85,Amla
105.74,400.77,14.46,53.05,114.23,6.32,110.27,44.11,73.84,53.76,542.4,Mango
68.93,420.11,5.89,54.32,112.07,6.8,36.11,42.75,55.37,47.99,242.42,Drumstick
99.13,416.12,11.26,55.36,104.97,6.48,98.04,59.49,62.55,53.35,417.6,Jamun
60.44,415,10.41,51.16,115.33,7.13,85.46,35.17,41.72,37.71,319.7,Neem
130.62,424.14,10.38,69.12,123.05,6.9,91.72,46.93,80.63,56.45,603.68,Mango
101.04,422.4,13.04,55.83,117.95,6.55,59.61,40.22,35.26,35.23,265.98,Neem
85.73,394.48,14.33,57.08,115.78,7.09,75.59,38.76,44.28,34.85,265.37,Neem
92.8,417.93,9.89,58.56,117.33,6.41,59.95,45.48,58.53,59.28,185.4,Drumstick
109.03,412.64,19.07,53.38,115.93,6.2,81.24,52.68,60.73,49.67,377.57,Jamun
101.47,424.41,8.34,47.84,110.32,6.44,108.54,48.54,76,55.21,530.71,Mango
121.14,414.91,20.44,62.06,112.47,6.86,103.29,49.77,73.42,50.38,549.36,Mango
109.67,405.09,19.56,50.24,117.57,6.92,67.46,38.79,45.2,35.08,320.45,Neem
101.79,418.63,12.38,52.1,118.51,6.81,98.26,56.09,75,59.71,528.6,Mango
112.64,416.57,17.45,52.55,115.75,6.99,68.99,46.71,45.28,39.67,300.7,Neem
107.1,411.66,2.45,51.14,112.8,6.38,85.18,63.62,66.78,52.71,407.36,Jamun
108.94,418.18,10.79,52.88,109.82,6.83,77.23,40.39,40.2,38.86,300.06,Neem
72.72,425.71,8.14,49.01,125.29,7.12,58.21,41.34,30.26,41.8,336.53,Neem
68.99,422.82,10.24,49.34,123.51,5.73,61.64,50.4,52.24,40.64,186.29,Drumstick
96.62,417.11,10.66,56.15,118.45,6.69,66.82,52.13,47.47,54.07,171.19,Drumstick
99.69,403.47,11.86,50.6,123.12,7.2,98.25,41.93,75.1,59.27,518.01,Mango
90.78,405.86,8.83,54.57,130.28,6.21,89.7,63.95,63,49.23,395.57,Jamun
101.39,416.2,13.67,65.06,118.95,6.46,81.79,42.69,53.5,45.54,222.13,Drumstick
106.08,414.94,15.59,51.85,118.31,6.9,58.85,39.84,40.28,31.43,285.38,Neem
53.78,420.85,9.99,60.82,118.26,7.46,67.22,56.87,55.18,54.5,394.11,Amla
113.95,411.38,17.38,56.59,111.22,6.6,73.74,45.97,47.51,35.54,331.47,Neem
78.57,426.47,14.1,53.29,113.19,6.83,72.44,53.58,63.73,51.14,267.24,Amla
94.39,407.48,17.4,56.2,114.11,6.95,111.29,53.16,88.27,51.97,472.11,Mango
116.55,415.94,12.94,58.74,114.75,6.27,57.38,51.54,56.93,46.89,190.93,Drumstick
123.01,428.9,9.25,55.09,119.95,6.97,60.21,39.02,31.8,36.26,302.47,Neem
77.15,418.74,10.91,51.12,121.89,7.21,64.76,45.05,40.03,39.75,336.26,Neem
100,404.2,12.41,56.35,111.47,7,81.11,34.26,43.02,37.95,304.73,Neem
109.93,411.08,12.43,51.76,107.21,5.97,81.91,60.69,66.28,51.01,332.39,Amla
128.8,412.41,11.29,57.09,108.27,6.75,93.75,49,76.15,58.83,532.67,Mango
78.87,412.19,16.56,56.33,124.17,6.37,49.6,46.17,55.76,43.85,208.75,Drumstick
87.5,415.44,12,46.56,116.66,6.55,111.93,52.41,80.18,59.96,544.89,Mango
108.97,397.38,10.16,49.28,108.03,7.15,90.68,55.79,61.62,54.3,333.95,Amla
126.49,400.37,12.84,51.54,120.38,6.48,69.3,45.2,39.03,38.14,250.62,Neem
124.69,419.47,12.85,60.27,117.97,6.63,91.15,61.32,64.16,52.43,398.92,Jamun
88.06,415.52,12.62,55.07,119.83,6,69.03,53.11,59.86,40.9,180.68,Drumstick
118.74,414.3,14.57,50.47,110.92,6.46,103.85,66.69,55.34,52.92,394.79,Jamun
143.71,428.07,8.74,61.64,120.22,5.88,75.04,40.04,54.74,57.11,190.35,Drumstick
105.58,409.76,10.48,62.18,117.35,6.76,112.21,47.56,83.39,43.55,513.25,Mango
109.23,415.56,8.94,64.71,107.71,6.66,95.59,55.43,47.69,67.05,376.87,Jamun
108.79,429.87,9.5,54.04,115.9,7.02,79.05,52.22,60.79,48.05,327.9,Amla
108.28,421.59,9.04,48.78,119.11,6.6,78.08,32.95,43.27,42.48,332.3,Neem
79.07,426.39,12.45,58.39,111.99,6.86,70.35,29.54,43.68,42.08,342.02,Neem
89.71,399.96,14.46,55.57,118.37,6.52,54.89,44.71,55.63,31.53,193.84,Drumstick
104.86,430.58,13.42,53.35,111.1,7.4,72.64,59.5,64.58,57.12,406.43,Amla
83.05,410.07,12.12,53.8,113,6.67,63.69,39.14,35.96,33.32,294.65,Neem
85.28,420.67,8.04,48.92,119.08,6.6,71.01,52.75,65.97,55.83,274.64,Amla
90.06,416.92,17.43,61,116.49,6.4,48.08,47.82,51.82,56.2,180.31,Drumstick
92.36,420.53,9.56,45.63,119.31,7,93.89,59.41,52.24,56.33,377.23,Jamun
77.75,411.91,13.76,51.72,110.85,6,67.02,46.99,58.75,52.25,229.1,Drumstick
65.12,416.97,16.46,52.21,109.23,6.45,84,67.66,49.2,66.8,401.42,Jamun
96.83,421.29,10.56,47.56,112.41,6.33,61.91,47.23,51.25,42.3,177.23,Drumstick
64.07,407.91,14.19,58.95,107.33,6.98,88.2,53.47,57.9,52.97,318.46,Amla
130.27,407.04,13.51,63.31,125.24,6.71,104.53,47.62,80.36,57.8,559.98,Mango
124.47,426.21,12.16,55.11,117.72,6.59,94.15,56.77,64.28,53.99,463.41,Jamun
87.47,424.2,9.87,51.75,109.81,7.63,78.44,53.87,71.48,50.49,324.51,Amla
67.6,413.91,8.78,57.04,112.03,6.92,53.85,41.62,52.51,48.8,190.44,Drumstick
156.34,419.36,6.79,54,117.88,6.15,51.88,37.73,55.9,45.93,186.59,Drumstick
113.6,425.04,8.82,48.08,120.63,7.31,73.2,42.29,44.02,39.51,346.28,Neem
90.81,401.81,15.06,61.56,125.32,7.05,114.2,55.86,76.05,65.64,476.78,Mango
78.12,414.11,10.85,48.65,111.37,7.42,59.3,42.79,36.56,40.22,334.06,Neem
106.5,431.64,10.25,51.94,120.26,7.18,76.46,66.39,70.69,52.37,309.28,Amla
104.99,410.61,6.6,50.89,120.24,6.62,58.23,53.25,53.18,54.22,216.4,Drumstick
87.54,409.52,4.13,48.8,125.35,6.54,111.89,40.92,88.67,60.81,548.49,Mango
97.06,420.75,10.06,54.82,117.94,6.78,86.86,55.43,66.23,52.54,449.79,Mango
92.21,413.47,11.73,44.21,117.43,7.28,81.52,58,71.74,50.86,352.17,Amla
134.97,422.73,11.05,53.63,107.64,6.4,73.96,44.47,62.67,46.67,197.73,Drumstick
84.25,424.24,10.09,56.47,119.66,7.59,77.63,55.7,64.65,57.9,327.45,Amla
104.68,418.29,11.66,48.76,114.22,6.57,73.93,37.15,38.81,39.08,286.4,Neem
119.35,403.89,18.34,57.85,109.01,7.3,92.63,58.48,52.26,61.09,463.91,Jamun
103.9,403.67,9.72,51.18,123.74,6.98,71.42,39.57,39.56,44.89,286.87,Neem
133.09,398.32,5.26,45.11,117.51,7.31,63.11,40.44,29.88,38.09,351.66,Neem
72.76,415.64,10.21,48.4,108.27,7.27,88,51.91,65.7,50.5,327.47,Amla
100.16,418.1,10.34,61.72,112.14,6.25,88.75,66.33,51.93,57.29,353.71,Jamun
71.51,401.91,14.35,53.02,111.25,6.82,111.58,55.14,78.78,55.97,528.26,Mango
152.03,409.39,8.68,59.51,117.15,6.49,100.81,54.17,75.93,47.22,495.02,Mango
76.42,421.03,10.31,59.37,112.1,7.15,106.96,55.63,85.61,47.62,468.47,Mango
96.12,410.59,13.36,50.13,119.34,6.03,65.2,35.61,39.86,39.92,301.16,Neem
55.47,418.22,14.15,51.29,104.29,6.68,79.84,44.86,57.06,41.68,217.21,Drumstick
120.26,419.87,13.47,56.17,118.08,5.82,75.33,44.89,56.83,49.34,198.45,Drumstick
88.01,405.43,12.53,47.21,117.53,7.08,123.74,48.66,81.79,53.77,501,Mango
123.98,409.7,15.07,53.71,110.71,6.47,77.02,62.5,62.79,59.23,397.57,Jamun
71.64,413.85,9.32,53.4,118.26,6.21,87.56,59.98,57.81,63.2,348.22,Jamun
93.37,411.33,15.39,56.3,114.69,6.71,57.71,47.67,63.4,43.29,197.91,Drumstick
91.47,426.95,13.17,47.84,121.14,6.87,81.56,62.64,83.1,53.65,433.49,Mango
66.78,416.81,11.49,57.84,112.45,6.66,109.75,50.13,76.01,50.56,509.82,Mango
102.87,406.74,11.5,49.37,120.16,6.95,85.8,57.17,53.28,53.84,394.24,Jamun
99.66,418.7,8.38,57.44,114.33,6.15,66.67,47.32,57.88,43.66,192.87,Drumstick
63.89,412.58,11.37,55.61,116.24,6.47,91.4,58.62,63.77,61.87,441.91,Jamun
109.8,423.48,9.55,61.09,118.91,6.89,92.58,64.08,59.63,62.25,433.3,Jamun
85.84,413.28,9.73,59.94,118.44,5.77,82.41,38.15,51.9,49.06,217.13,Drumstick
116.88,409.44,11.62,53.08,115.14,6.01,83.69,59.81,63.92,58.88,369.96,Jamun
97.81,418.65,12.17,58.93,121.83,6.98,77.72,59.4,55.26,48.69,384.96,Amla
143.52,417.21,12.53,50.36,109.09,6.54,65.11,48.84,37.13,39.37,309.63,Neem
86.46,417.14,11.38,54.97,119.63,5.99,71.53,51.35,43.63,49.07,200.62,Drumstick
104.35,398.61,14.43,57.98,103.55,7,76.41,50.5,60.43,52.02,367.91,Amla
68.59,411.69,13.1,49.74,117.67,6.68,101.62,45.17,82.02,61.85,458.38,Mango
103.43,421.04,17.99,56.29,114.52,7.56,72.02,54.98,67.16,48.15,338.3,Amla
67.34,400.14,8.73,56.23,117.63,6.57,90.48,70.51,52.6,66.1,399.12,Jamun
138.73,415.55,10.11,49.69,118.34,7.69,74.15,26.87,42.03,39.89,271.85,Neem
136.01,414.98,12.16,66.21,115.76,6.85,89.02,60.21,60.1,53.85,331.41,Jamun
62.02,404.72,15.3,64.61,117.72,6.41,88.54,61.33,61.08,60.18,356.34,Jamun
70.84,386.05,7.17,52.64,122.44,6.64,84.38,51.06,63.95,55.06,401.04,Jamun
115.89,431.81,10.63,58.91,119.93,6.65,42.78,44.07,66.23,38.59,233.44,Drumstick
98.58,419.08,16.55,52.36,117.03,6.82,83.07,62.02,56.41,63.25,360.36,Jamun
83.09,415.76,14,52.97,125.54,6.22,64.56,42.79,50.68,46.29,200.07,Drumstick
110.75,426.66,8.42,54.72,121.64,7.45,76.85,51.68,62.01,46.85,357.32,Amla
128.37,414.09,11.67,56.37,124.34,6.41,84.96,57.41,67.9,56.31,396.33,Jamun
103.6,424.78,12.66,55.97,115.52,5.79,102.45,48,70.75,53.38,478.39,Mango
98.45,410.49,8.24,65.93,119.77,6.58,66.48,42.49,55.62,45.05,227.46,Drumstick
68.17,408.02,15.45,59.28,110.47,6.25,68.22,44.12,62.23,39.97,230.6,Drumstick
70.01,408.22,11.46,54.52,123.09,7.22,75.69,40.53,40.14,46.15,289.63,Neem
96.38,420.52,9.16,46.58,99.39,6.39,60.6,36.46,50.69,41.79,175.73,Drumstick
90.99,413.14,11.98,55.97,116.63,6.3,68.46,42.48,61.71,39.56,195.15,Drumstick
68.49,406.9,15.69,56.01,111.42,7.56,87.25,54.26,65.46,47.53,314.35,Amla
51.6,411.39,7.52,55.32,134.01,7.34,82.46,53.12,45.06,41.66,299.73,Neem
89.2,405.47,15.43,56.5,125.97,7.21,70.3,59.03,63.44,50.61,366.07,Amla
81.63,415.95,7.73,50.63,116.09,6.66,71.91,45.6,34.37,38.3,307.71,Neem
137.64,415.63,15.25,59.01,113.86,6.94,72.66,35.62,36.41,38.2,264.8,Neem
123.91,421.9,14.04,53.9,127.08,6.83,83.16,48.79,56.67,53.99,288.5,Amla
107.6,402.97,6.93,54.69,121.92,6.58,104,49.79,87,60.05,556.93,Mango
71.04,406.11,16.6,55.64,116.11,6.45,109.43,49.57,74.2,51.4,548.75,Mango
86.36,431.84,9.48,57.47,112.79,7.16,83.97,48.86,64.16,55.73,370.13,Amla
84.89,416.87,9.66,58.23,119.8,6.45,84.31,44.9,39.19,53.05,296.82,Neem
105.69,417.15,7.92,52.94,111.7,6.8,75.01,56.27,69.11,53.91,304.09,Amla
102,426.62,10.99,50.25,111.69,6.25,57.96,41.8,58.9,45.08,160.47,Drumstick
86.24,402.63,12.41,60.24,117.56,6.68,87.35,48.29,77.99,46.3,522.26,Mango
102.47,411.31,14.36,52.31,110.7,6.41,49.55,48.72,56.58,47.87,196.24,Drumstick
73.47,416.56,12.27,56.06,113.09,7.18,85.12,59.73,68.73,55.89,382.29,Jamun
121.98,415.39,8.57,52.06,118.5,6.05,89.51,67.74,57.82,53.4,460.42,Jamun
72.26,420.19,8.9,59.69,113.86,7.56,60.01,41.75,42.41,39.87,239.71,Neem
151.07,407.26,12.92,57.19,119.95,6.31,58.33,44.92,46.39,46.58,179.75,Drumstick
112.69,405.84,12.18,51.11,118.94,6.3,90.71,45.26,86.34,52.51,492.83,Mango
65.48,441.43,6.49,57.13,123.73,7.11,79.31,45.3,41.51,41.87,337.14,Neem
74.09,423.31,14.44,56.81,118.29,6.68,75.84,38.67,43.37,35.21,300.37,Neem
85.19,405.74,12.74,47.41,116.91,6.36,61.13,42.34,53.79,40.39,178.36,Drumstick
96.96,422.83,10.63,49.2,116.76,6.77,102.46,52.97,76.59,61.95,463,Mango
106.46,401.5,14.7,52.52,108.87,6.42,95.43,50.15,72.18,53.15,484.75,Mango
128.71,423.09,14.25,54.25,116.83,7.28,64.89,64.38,70.29,50.89,339.54,Amla
79.12,414.91,11.83,50.78,127.54,6.4,51.22,43.37,56.22,45.36,180.72,Drumstick
102.68,413.66,7.12,51.15,112.75,7.31,71.98,48.39,74.12,57.25,439.75,Amla
86.28,430.53,15.37,48.02,113.61,6.54,67.08,44.58,35.89,40.15,319.12,Neem
109.58,408.06,17.21,53.02,118.53,6.91,79.93,60.7,61.14,43.71,377.78,Amla
73.36,423.21,13.12,54.38,113.92,5.5,55.38,48.84,53.67,40.51,195.43,Drumstick
100.13,420.83,14.15,59.7,120.58,7.41,109.59,49.92,74.6,43.97,497.21,Mango
105.96,414.98,12.23,53.06,121.65,6.25,80.19,66.23,53.76,63.16,398.59,Jamun
121.47,426.26,19.21,52.88,114.79,6.93,86.86,47.38,59.33,43.97,402.42,Amla
93.48,417.55,12.66,61.76,117.04,6.75,99.17,48.73,76.95,56.82,485.2,Mango
90.14,424.79,10.71,61.73,127.05,6.38,86.96,47.02,74.87,55.02,459.44,Mango
96.48,419.83,9.8,53.07,118.56,6.11,82.26,66.95,57.58,61.39,351.22,Jamun
83.34,417.5,8.75,48.62,118.19,6.77,75.64,62.74,67.29,43.16,328.69,Amla
107.27,424.94,9.2,48.13,110.67,6.76,58.22,65.8,74.13,42.57,266.85,Amla
84.93,419.66,9.86,56.59,115.43,6.65,100.8,60.43,77.07,49.5,446.96,Mango
71.4,418.2,6.01,59.24,110.66,6.76,106.3,54.3,85.53,59.11,456.92,Mango
83.58,419.04,11.78,62.02,107.93,6.46,82.51,66.84,59.25,57.41,411.6,Jamun
84.19,409.57,15.2,57.42,114.59,7.21,84.89,57.23,59.69,49.36,393.95,Amla
68.65,414.84,6.96,63.72,116.12,6.67,74.76,34.18,46.01,39.75,317.76,Neem
51.25,417.12,13.53,50.73,122.27,6.27,45.68,39.39,46.59,38.92,209.12,Drumstick
100.42,419.22,15.02,57.98,119.85,7.07,107.53,49.26,86.31,51.24,496.38,Mango
136,401.48,13.95,55.27,113.65,6.96,74.72,58.01,68.12,47.82,365.03,Amla
91.78,400,7.66,56.44,118.64,6.41,59.43,45.64,56.44,47.55,213.55,Drumstick
91.11,402.96,10.11,56.82,114.79,6.46,85.58,63.14,54.83,58.64,384.14,Jamun
93.31,416.04,7.37,56.89,109.25,6.64,129.45,51.7,84.26,57.43,429.34,Mango
142.44,400.49,12.63,67.59,106.6,6.96,123.68,44.78,81.24,51.34,399.89,Mango
104.35,412.17,19.62,55.22,118.7,7.09,103.28,50.96,71.2,59.4,599.01,Mango
82.12,425.52,12.23,59.95,112.6,5.89,78.42,57.49,67.6,56.37,391.82,Jamun
116.95,393.67,13.19,56.07,114.34,6.89,94.13,46.72,74.84,46.66,496.46,Mango
106.48,423.25,9.79,61.29,110.6,6.27,110.75,51.43,86.42,55.89,562.61,Mango
107.23,411.02,10.74,50.28,121.27,6.81,116.35,56.85,81.4,61.05,539.41,Mango
102.28,404.64,10.85,54.07,113.17,7.48,83.12,56.55,78.32,55.23,346.42,Amla
86.43,416.15,15.68,53.29,110.11,6.83,66.94,40.43,39.29,37.99,330.72,Neem
122.11,420.08,12.25,50.84,124.79,6.97,84.09,43.55,63.98,47.14,365.09,Amla
99.88,425.19,15.24,50.64,116.3,5.91,87.89,62.37,61.61,52.9,352.59,Jamun
72.41,394.13,8.27,47.65,107.16,7.01,102.32,50.45,69.59,53.95,524.35,Mango
124.55,418.68,9.55,58,117.1,6.71,97.82,46.97,76.41,67.06,525.18,Mango
97.3,411.86,13.03,57.88,120.72,6.65,65.05,47.64,53.88,51.73,182.76,Drumstick
91.01,411.77,16.91,59.11,120.09,6.8,98.73,66.85,64.3,56.71,355.4,Jamun
123.77,432.5,7.53,47.87,115.47,5.99,97.69,62.68,56.06,73.55,383.55,Jamun
125.17,416.31,12.65,54.07,116.76,5.75,57,43.97,61.07,51.27,199.29,Drumstick
100.18,405.01,11.66,53.56,116.12,7.02,65.47,37.8,34.96,31.11,278.51,Neem
72.31,397.82,16.48,50.78,115.38,6.1,83,62.99,62.6,51.29,441.11,Jamun
135.31,413.11,13.48,45.93,132.89,7.04,104.53,52.44,82.31,48.14,475.27,Mango
117.01,418.7,11.97,48.1,113.34,6.73,80.03,54.6,57.83,50.39,314.65,Amla
103.41,432.96,14.31,60.45,116.11,6.95,95.12,48.9,86.87,54.96,445.26,Mango
100.16,411.48,7.82,51.87,117.23,7.03,88.3,53.58,62.57,50,339.42,Amla
106.89,414.87,11.31,49.67,115.79,6.79,68.59,40.42,43.68,38.4,304.72,Neem
89.42,424.04,9.01,51.48,114.1,6.6,79.13,43.85,71.94,56.22,576.2,Mango
89.28,419.97,5.38,47.97,116.01,6.96,105.62,56.85,82.93,59.34,464.73,Mango
110.51,422.18,13.32,54.28,121.43,6.19,60.43,46.88,55.85,47.82,203.14,Drumstick
127.75,409.55,7.91,55.5,116.22,6.96,70.68,65.13,69.41,53.67,330.1,Amla
77.94,395.18,14.62,53.65,118.4,5.98,94.61,63.53,61.65,59.29,392.87,Jamun
120.75,410.52,12.06,47.97,119.63,6.73,73.52,31.08,47.86,38.8,337.14,Neem
94.62,389.37,8.74,60.2,107.08,6.59,74.06,43.77,47.8,39.65,361.21,Neem
105.83,426.75,10.74,47.71,114.23,6.96,99.36,51.34,72.19,61.32,385.55,Jamun
91.01,413.91,11.24,53.7,116.59,6.26,61.97,37.17,52.09,33.89,283.09,Neem
132.81,414.23,10.15,51.41,117.62,5.82,57.59,53.42,55.73,50.14,194.37,Drumstick
111.6,408.36,11.36,49.89,109.61,5.98,81.34,56.63,56.12,57.89,422.45,Jamun
105.32,407.19,10.93,60.28,113.08,6.16,64.39,51.73,53.48,51.65,170.89,Drumstick
81.2,412.66,12.3,52.09,127.05,6.48,88.07,45.64,79.59,57.84,508.53,Mango
81.32,423.13,16.98,48.66,116.36,6.93,70.95,56.24,71.48,47.82,375.09,Amla
92.8,433.92,14.23,54.91,119.17,6.05,72.44,30.89,46.67,45.76,194.84,Drumstick
73.28,433.1,8.21,60.52,119.43,6.91,78.76,54.18,60.05,58.07,400.32,Amla
102.46,421.65,12.62,57.87,119.52,6.8,90.77,49.56,73.34,59.79,433.64,Mango
82.49,408.83,7.87,51.75,112.45,7.15,79.94,56.41,67.95,43.88,332.08,Amla
101.87,416.37,8.07,46.98,107.78,6.57,80.86,60.34,60.08,61.22,408.32,Jamun
115.67,420.64,11.09,56.13,110.87,7.32,62.78,41.4,33.79,39.42,354.69,Neem
94.09,418.64,9.58,52.73,122.52,6.59,96.83,50.24,81.82,54.4,489.9,Mango
111.9,413.66,14.49,52.84,114.45,6.82,62.39,47.2,47.53,42.59,270.39,Neem
109.79,422.32,9.9,54.14,120.16,7.03,84.23,56.1,73.01,56.98,503.73,Mango
88.32,429.91,6.29,59.65,118.69,6.71,85.42,60.56,60.35,60.78,469.12,Jamun
126.75,406.39,15.13,55.78,113.06,6.76,93.24,59.4,61.47,68.16,455.53,Jamun
100.71,422.43,17.55,48.05,105.19,6.5,121.84,52.47,84.66,53.36,467.39,Mango
111.58,395.62,9.73,56.36,127.05,6.16,82.84,55.73,60.08,56.3,393.17,Jamun
109.08,416.9,12.03,67.12,117.2,7.41,81.74,55.69,69.14,48.17,338.32,Amla
94.29,422.93,9.71,54.51,111.36,6.54,90.96,62.43,57.37,66.94,416.93,Jamun
119.83,414.86,12,58.21,117.57,6.03,55.43,47.41,55.81,51.86,250.03,Drumstick
106.48,409.42,12.46,59.19,111.87,7.14,111.69,52.86,75.25,51.04,502.57,Mango
100.31,419.7,12.37,56.78,107.48,7.07,104.31,45.1,81.77,57.95,422.64,Mango
92.13,388.84,13.5,58.04,120.14,6.57,87.94,67.7,62.03,59.24,400.06,Jamun
102.73,414.24,12.45,52.67,115.84,6.08,89.81,48.24,76.73,64.02,495.39,Mango
109.2,411.97,11.42,48.79,112.52,6.8,89.02,57.91,58.35,48.96,346.46,Amla
88.98,408.73,13.6,55.01,122.61,6.93,102.37,55.45,81.6,55.51,446.56,Mango
127.7,413.51,12.97,48.56,115.37,6.87,87.44,49.32,68.9,51.87,297.99,Amla
117.45,411.4,4.89,56.19,109.18,7.09,101.73,47.1,88.17,46.34,441.7,Mango
114.23,423.19,9.99,56.6,115.27,6.8,115.9,51.55,86.77,60.46,524.09,Mango
126.34,411.4,11.84,61.26,115.74,6.54,114.45,54.3,78.12,62.6,491.43,Mango
84.04,427.99,16.78,48.93,117.8,7.01,78.82,27.28,43.27,43.12,232.16,Neem
86.64,415.47,13.43,50.74,120.46,6.51,107.39,50.15,87.43,59.29,526.2,Mango
82.69,390.47,7,56.45,107.33,6.79,92.71,45.65,57.29,58.96,378.92,Jamun
90.6,439.79,10.85,56.7,121.98,6.51,52.26,44.61,63.64,46.29,211.55,Drumstick
103.08,415.39,13.87,59.72,115.27,6.32,91.32,61.75,64.28,64.04,424.12,Jamun
70.85,412.39,15.7,54.27,124.86,6.79,76.19,59.33,66.38,54.35,351.59,Jamun
115.7,414.86,7.84,60.8,120.72,6.71,89.38,56.59,63.14,45.72,318.91,Amla
79.35,414.53,9.71,57.72,115.58,6.06,54,39.92,54.81,38.08,218.92,Drumstick
67.47,419.72,14.51,48.67,117.69,6.58,73.04,57.5,66.17,61.83,356.09,Amla
78.95,423.85,10.7,49.39,112.59,5.86,47.41,43.77,51.58,47.22,184.87,Drumstick
92.47,418.03,13.38,55.98,117.92,6.63,62.97,43.2,47.16,43.67,217.52,Drumstick
92.16,403.57,10.08,56.07,110.86,6.4,124.72,45.55,81.9,55.52,521.73,Mango
76.67,406.83,14.28,51.42,116.91,6.93,67.19,39.06,39.58,47.46,321.28,Neem
119.58,406.29,10,45.79,128.09,6.45,55.05,44.11,53.14,47.19,202.95,Drumstick
80.37,404.13,5.93,52.38,110.38,6.57,101.94,57.54,82.24,54.32,492.52,Mango
